figure_id,case_id,phase_or_track,date_token,timestamp_utc,hour,model_name,model_label,comparison_track_id,comparison_track_label,run_type,view_type,variant,figure_title,relative_path,file_path,pixel_width,pixel_height,short_plain_language_interpretation,source_paths,notes,extent_mode,plot_bounds_wgs84,geometry_render_mode,density_render_mode,stored_geometry_status,legacy_debug_only,pygnome_role,pygnome_degraded_forcing,pygnome_degraded_reason,pygnome_transport_forcing_mode,pygnome_current_mover_used,status_key,status_label,status_role,status_reportability,status_official_status,status_frozen_status,status_provenance,status_panel_text,status_dashboard_summary
case_2016_09_06__prototype_2016__72h__opendrift_p50__single,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-09,2016-09-09T00:00:00Z,72,opendrift_p50,OpenDrift p50 occupancy footprint,ensemble_p50,OpenDrift p50 occupancy footprint,single_forecast,single,paper,CASE_2016-09-06 | T+72 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift_p50__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift_p50__single.png,1512,2196,Prototype 2016 support figure for CASE_2016-09-06 at 72 h showing the OpenDrift p50 occupancy footprint exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. p50 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.50. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.,output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/ensemble_p50_overlay_2016-09-09T00-00-00Z.png | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. p50 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.50. OpenDrift p50 occupancy footprint vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"117.0697,117.7198,9.9470,10.5970",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_06__prototype_2016__72h__opendrift_p90__single,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-09,2016-09-09T00:00:00Z,72,opendrift_p90,OpenDrift p90 occupancy footprint,ensemble_p90,OpenDrift p90 occupancy footprint,single_forecast,single,paper,CASE_2016-09-06 | T+72 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift_p90__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__opendrift_p90__single.png,1512,2196,Prototype 2016 support figure for CASE_2016-09-06 at 72 h showing the OpenDrift p90 occupancy footprint exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. p90 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.90. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.,output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/ensemble_p90_overlay_2016-09-09T00-00-00Z.png | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. p90 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.90. OpenDrift p90 occupancy footprint vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"117.0697,117.7198,9.9470,10.5970",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_06__prototype_2016__72h__pygnome__single,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-09,2016-09-09T00:00:00Z,72,pygnome,PyGNOME deterministic,deterministic,OpenDrift deterministic,single_forecast,single,paper,CASE_2016-09-06 | T+72 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__pygnome__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__72h__pygnome__single.png,1512,2196,"Prototype 2016 support figure for CASE_2016-09-06 at 72 h showing the PyGNOME deterministic exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.",output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/deterministic_overlay_2016-09-09T00-00-00Z.png | output/CASE_2016-09-06/benchmark/pygnome/pygnome_deterministic_control.nc | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME deterministic vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"117.0990,117.7490,9.9470,10.5970",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_06__prototype_2016__24_48_72h__opendrift_vs_pygnome__board,CASE_2016-09-06,prototype_pygnome_similarity_summary,2016-09-07_to_2016-09-09,2016-09-07T00:00:00Z;2016-09-08T00:00:00Z;2016-09-09T00:00:00Z,,opendrift_vs_pygnome,OpenDrift deterministic/p50/p90 vs PyGNOME deterministic,deterministic;ensemble_p50;ensemble_p90,OpenDrift deterministic;OpenDrift p50 occupancy footprint;OpenDrift p90 occupancy footprint,comparison_board,board,slide,CASE_2016-09-06 | 24/48/72 h legacy Phase 3A comparator board,output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_06__prototype_2016__24_48_72h__opendrift_vs_pygnome__board.png,2736,2232,"Prototype 2016 support board for CASE_2016-09-06 showing paired 24 h, 48 h, and 72 h OpenDrift deterministic, OpenDrift p50 occupancy, OpenDrift p90 occupancy, and deterministic PyGNOME exact footprint views on the same benchmark grid with case-local drifter-centered geographic context and locator context. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.",output/CASE_2016-09-06/benchmark/control/deterministic_footprint_mask_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/deterministic_density_norm_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/deterministic_overlay_2016-09-07T00-00-00Z.png | output/CASE_2016-09-06/benchmark/control/deterministic_footprint_mask_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/deterministic_density_norm_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/deterministic_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/control/deterministic_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_footprint_mask_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_density_norm_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/ensemble_p50_overlay_2016-09-07T00-00-00Z.png | output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_footprint_mask_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_density_norm_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p50/ensemble_p50_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_footprint_mask_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_density_norm_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/qa/ensemble_p90_overlay_2016-09-07T00-00-00Z.png | output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_footprint_mask_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_density_norm_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/ensemble_p90/ensemble_p90_density_norm_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-07T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_deterministic_control.nc | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-08T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_footprint_mask_2016-09-09T00-00-00Z.tif | output/CASE_2016-09-06/benchmark/pygnome/pygnome_density_norm_2016-09-09T00-00-00Z.tif | data/arcgis/CASE_2016-09-06/source_point_metadata.geojson,"Legacy/debug support only transport comparator board with case-local drifter-centered geographic context, on-panel FSS/KL annotations, exact stored-raster geometry rendering, and with a provenance source-point star. Deterministic OpenDrift plus legacy support-only p50/p90 member-occupancy footprints vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"117.0697,117.7198,9.9470,10.5970",exact_stored_raster,direct_raster_or_omitted_per_panel,mixed_panel_stored_artifacts,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__24h__opendrift__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-18,2016-09-18T00:00:00Z,24,opendrift,OpenDrift deterministic,deterministic,OpenDrift deterministic,single_forecast,single,paper,CASE_2016-09-17 | T+24 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift__single.png,1512,2196,"Prototype 2016 support figure for CASE_2016-09-17 at 24 h showing the OpenDrift deterministic exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.",output/CASE_2016-09-17/benchmark/control/deterministic_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/deterministic_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/deterministic_overlay_2016-09-18T00-00-00Z.png | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. This panel is an exact valid-time footprint, not a cumulative corridor. OpenDrift deterministic vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.3380,112.9880,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__24h__opendrift_p50__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-18,2016-09-18T00:00:00Z,24,opendrift_p50,OpenDrift p50 occupancy footprint,ensemble_p50,OpenDrift p50 occupancy footprint,single_forecast,single,paper,CASE_2016-09-17 | T+24 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift_p50__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift_p50__single.png,1512,2196,Prototype 2016 support figure for CASE_2016-09-17 at 24 h showing the OpenDrift p50 occupancy footprint exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. p50 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.50. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.,output/CASE_2016-09-17/benchmark/ensemble_p50/ensemble_p50_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/ensemble_p50/ensemble_p50_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/ensemble_p50_overlay_2016-09-18T00-00-00Z.png | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. p50 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.50. OpenDrift p50 occupancy footprint vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.3298,112.9798,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__24h__opendrift_p90__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-18,2016-09-18T00:00:00Z,24,opendrift_p90,OpenDrift p90 occupancy footprint,ensemble_p90,OpenDrift p90 occupancy footprint,single_forecast,single,paper,CASE_2016-09-17 | T+24 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift_p90__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__opendrift_p90__single.png,1512,2196,Prototype 2016 support figure for CASE_2016-09-17 at 24 h showing the OpenDrift p90 occupancy footprint exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. p90 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.90. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.,output/CASE_2016-09-17/benchmark/ensemble_p90/ensemble_p90_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/ensemble_p90/ensemble_p90_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/ensemble_p90_overlay_2016-09-18T00-00-00Z.png | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. p90 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.90. OpenDrift p90 occupancy footprint vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.3298,112.9798,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__24h__pygnome__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-18,2016-09-18T00:00:00Z,24,pygnome,PyGNOME deterministic,deterministic,OpenDrift deterministic,single_forecast,single,paper,CASE_2016-09-17 | T+24 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__pygnome__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__24h__pygnome__single.png,1512,2196,"Prototype 2016 support figure for CASE_2016-09-17 at 24 h showing the PyGNOME deterministic exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.",output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-18T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/deterministic_overlay_2016-09-18T00-00-00Z.png | output/CASE_2016-09-17/benchmark/pygnome/pygnome_deterministic_control.nc | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME deterministic vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.3380,112.9880,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__48h__opendrift__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-19,2016-09-19T00:00:00Z,48,opendrift,OpenDrift deterministic,deterministic,OpenDrift deterministic,single_forecast,single,paper,CASE_2016-09-17 | T+48 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__opendrift__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__opendrift__single.png,1512,2196,"Prototype 2016 support figure for CASE_2016-09-17 at 48 h showing the OpenDrift deterministic exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.",output/CASE_2016-09-17/benchmark/control/deterministic_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/control/deterministic_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/deterministic_overlay_2016-09-19T00-00-00Z.png | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. This panel is an exact valid-time footprint, not a cumulative corridor. OpenDrift deterministic vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.3047,112.9548,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__48h__opendrift_p50__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-19,2016-09-19T00:00:00Z,48,opendrift_p50,OpenDrift p50 occupancy footprint,ensemble_p50,OpenDrift p50 occupancy footprint,single_forecast,single,paper,CASE_2016-09-17 | T+48 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__opendrift_p50__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__opendrift_p50__single.png,1512,2196,Prototype 2016 support figure for CASE_2016-09-17 at 48 h showing the OpenDrift p50 occupancy footprint exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. p50 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.50. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.,output/CASE_2016-09-17/benchmark/ensemble_p50/ensemble_p50_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/ensemble_p50/ensemble_p50_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/ensemble_p50_overlay_2016-09-19T00-00-00Z.png | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. p50 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.50. OpenDrift p50 occupancy footprint vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.2797,112.9297,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__48h__opendrift_p90__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-19,2016-09-19T00:00:00Z,48,opendrift_p90,OpenDrift p90 occupancy footprint,ensemble_p90,OpenDrift p90 occupancy footprint,single_forecast,single,paper,CASE_2016-09-17 | T+48 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__opendrift_p90__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__opendrift_p90__single.png,1512,2196,Prototype 2016 support figure for CASE_2016-09-17 at 48 h showing the OpenDrift p90 occupancy footprint exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. p90 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.90. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.,output/CASE_2016-09-17/benchmark/ensemble_p90/ensemble_p90_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/ensemble_p90/ensemble_p90_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/ensemble_p90_overlay_2016-09-19T00-00-00Z.png | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. p90 is the exact valid-time member-occupancy footprint where probability of member presence is at least 0.90. OpenDrift p90 occupancy footprint vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.2797,112.9297,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
case_2016_09_17__prototype_2016__48h__pygnome__single,CASE_2016-09-17,prototype_pygnome_similarity_summary,2016-09-19,2016-09-19T00:00:00Z,48,pygnome,PyGNOME deterministic,deterministic,OpenDrift deterministic,single_forecast,single,paper,CASE_2016-09-17 | T+48 h,output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__pygnome__single.png,/app/output/prototype_2016_pygnome_similarity/figures/case_2016_09_17__prototype_2016__48h__pygnome__single.png,1512,2196,"Prototype 2016 support figure for CASE_2016-09-17 at 48 h showing the PyGNOME deterministic exact benchmark footprint and direct stored raster cells over case-local drifter-centered geographic context. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark. This is not final Chapter 3 evidence.",output/CASE_2016-09-17/benchmark/pygnome/pygnome_footprint_mask_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/pygnome/pygnome_density_norm_2016-09-19T00-00-00Z.tif | output/CASE_2016-09-17/benchmark/qa/deterministic_overlay_2016-09-19T00-00-00Z.png | output/CASE_2016-09-17/benchmark/pygnome/pygnome_deterministic_control.nc | data/arcgis/CASE_2016-09-17/source_point_metadata.geojson,"Legacy/debug support only transport comparator with case-local drifter-centered geographic context, a small locator inset, exact stored-raster geometry rendering, and with a provenance source-point star. This panel is an exact valid-time footprint, not a cumulative corridor. PyGNOME deterministic vs deterministic PyGNOME. PyGNOME remains comparator-only and uses matched prepared grid wind plus grid current forcing for this support benchmark.",dynamic_forecast_extent,"112.3047,112.9548,15.9730,16.6230",exact_stored_raster,direct_raster,nonempty,True,comparator_only,False,,matched_grid_wind_plus_grid_current,True,prototype_2016_support,Prototype 2016 legacy debug support,support_only_debug,support_only_not_final_evidence,legacy_support_only_not_official,not_final_phase1_study,Legacy/debug regression lane preserved for reproducibility only.,Legacy debug support only; comparator-only and not final Phase 1 evidence.,Legacy debug support lane; not the preferred prototype lane.
