phase_id,track_id,artifact_group,artifact_type,relative_path,exists,source_manifest,notes
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_ensemble_product_registry.csv,output/Phase 3C DWH Final Output/summary/ensemble/phase3c_ensemble_product_registry.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_ensemble_run_manifest.json,output/Phase 3C DWH Final Output/summary/ensemble/phase3c_ensemble_run_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_ensemble_summary.csv,output/Phase 3C DWH Final Output/summary/ensemble/phase3c_ensemble_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_eventcorridor_summary.csv,output/Phase 3C DWH Final Output/summary/deterministic/phase3c_eventcorridor_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_final_output_manifest.json,output/Phase 3C DWH Final Output/manifests/phase3c_final_output_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_final_output_registry.csv,output/Phase 3C DWH Final Output/manifests/phase3c_final_output_registry.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_final_output_registry.json,output/Phase 3C DWH Final Output/manifests/phase3c_final_output_registry.json,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_interpretation_note.md,output/Phase 3C DWH Final Output/summary/comparison/phase3c_interpretation_note.md,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_main_scorecard.csv,output/Phase 3C DWH Final Output/summary/comparison/phase3c_main_scorecard.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_output_matrix_decision_note.md,output/Phase 3C DWH Final Output/summary/comparison/phase3c_output_matrix_decision_note.md,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_pairing_manifest.csv,output/Phase 3C DWH Final Output/summary/deterministic/phase3c_pairing_manifest.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_product_registry.csv,output/Phase 3C DWH Final Output/summary/deterministic/phase3c_product_registry.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_product_registry.json,output/Phase 3C DWH Final Output/summary/deterministic/phase3c_product_registry.json,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_run_manifest.json,output/Phase 3C DWH Final Output/summary/deterministic/phase3c_run_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,phase3c_summary.csv,output/Phase 3C DWH Final Output/summary/deterministic/phase3c_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,qa_phase3c_dwh_pygnome_eventcorridor_overlay.png,output/Phase 3C DWH Final Output/scientific_source_pngs/comparator_pygnome/qa_phase3c_dwh_pygnome_eventcorridor_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,qa_phase3c_dwh_pygnome_overlays.png,output/Phase 3C DWH Final Output/scientific_source_pngs/comparator_pygnome/qa_phase3c_dwh_pygnome_overlays.png,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,qa_phase3c_ensemble_eventcorridor_overlay.png,output/Phase 3C DWH Final Output/scientific_source_pngs/ensemble/qa_phase3c_ensemble_eventcorridor_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,qa_phase3c_ensemble_overlays.png,output/Phase 3C DWH Final Output/scientific_source_pngs/ensemble/qa_phase3c_ensemble_overlays.png,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,qa_phase3c_eventcorridor_overlay.png,output/Phase 3C DWH Final Output/scientific_source_pngs/deterministic/qa_phase3c_eventcorridor_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C1/C2/C3,phase3c_dwh_final_output,qa_phase3c_overlays.png,output/Phase 3C DWH Final Output/scientific_source_pngs/deterministic/qa_phase3c_overlays.png,True,output/final_validation_package/final_validation_manifest.json,Read-only curated export of the frozen DWH Phase 3C external transfer-validation family.
phase3c,C2,scientific_input_reuse,chapter3_phase3c_ensemble_extension_memo.md,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/chapter3_phase3c_ensemble_extension_memo.md,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,phase3c_ensemble_eventcorridor_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_eventcorridor_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,phase3c_ensemble_eventcorridor_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_eventcorridor_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,phase3c_ensemble_pairing_manifest.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_pairing_manifest.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,phase3c_ensemble_product_registry.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_product_registry.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,phase3c_ensemble_run_manifest.json,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_run_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,phase3c_ensemble_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,phase3c_ensemble_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/phase3c_ensemble_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,qa_phase3c_ensemble_eventcorridor_overlay.png,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/qa_phase3c_ensemble_eventcorridor_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C2,scientific_input_reuse,qa_phase3c_ensemble_overlays.png,output/CASE_DWH_RETRO_2010_72H/phase3c_external_case_ensemble_comparison/qa_phase3c_ensemble_overlays.png,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,chapter3_phase3c_dwh_pygnome_comparison_memo.md,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/chapter3_phase3c_dwh_pygnome_comparison_memo.md,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_all_results_table.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_all_results_table.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_eventcorridor_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_eventcorridor_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_eventcorridor_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_eventcorridor_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_pairing_manifest.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_pairing_manifest.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_product_registry.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_product_registry.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_product_registry.json,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_product_registry.json,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_run_manifest.json,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_run_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_run_manifest.json,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_run_manifest.json,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,phase3c_dwh_pygnome_summary.csv,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/phase3c_dwh_pygnome_summary.csv,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,qa_phase3c_dwh_pygnome_eventcorridor_overlay.png,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/qa_phase3c_dwh_pygnome_eventcorridor_overlay.png,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase3c,C3,scientific_input_reuse,qa_phase3c_dwh_pygnome_overlays.png,output/CASE_DWH_RETRO_2010_72H/phase3c_dwh_pygnome_comparator/qa_phase3c_dwh_pygnome_overlays.png,True,output/final_validation_package/final_validation_manifest.json,Scientific input preserved and reused by the final validation package.
phase4,mindoro_phase4,phase4,phase4_final_verdict,output/phase4/CASE_MINDORO_RETRO_2023/phase4_final_verdict.md,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_methodology_sync_memo,output/phase4/CASE_MINDORO_RETRO_2023/phase4_methodology_sync_memo.md,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_oil_budget_summary,output/phase4/CASE_MINDORO_RETRO_2023/phase4_oil_budget_summary.csv,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_oil_budget_timeseries_fixed_base_medium_heavy_proxy,output/phase4/CASE_MINDORO_RETRO_2023/phase4_oil_budget_timeseries_fixed_base_medium_heavy_proxy.csv,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_oil_budget_timeseries_heavier_oil,output/phase4/CASE_MINDORO_RETRO_2023/phase4_oil_budget_timeseries_heavier_oil.csv,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_oil_budget_timeseries_lighter_oil,output/phase4/CASE_MINDORO_RETRO_2023/phase4_oil_budget_timeseries_lighter_oil.csv,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_oiltype_comparison,output/phase4/CASE_MINDORO_RETRO_2023/phase4_oiltype_comparison.csv,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_shoreline_arrival,output/phase4/CASE_MINDORO_RETRO_2023/phase4_shoreline_arrival.csv,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,phase4_shoreline_segments,output/phase4/CASE_MINDORO_RETRO_2023/phase4_shoreline_segments.csv,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,qa_phase4_oiltype_comparison,output/phase4/CASE_MINDORO_RETRO_2023/qa_phase4_oiltype_comparison.png,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,mindoro_phase4,phase4,qa_phase4_shoreline_impacts,output/phase4/CASE_MINDORO_RETRO_2023/qa_phase4_shoreline_impacts.png,True,output/phase4/CASE_MINDORO_RETRO_2023/phase4_run_manifest.json,Mindoro Phase 4 artifact built on the current reportable transport framework.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,budget_heavy.csv,output/CASE_2016-09-01/weathering/budget_heavy.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,budget_heavy.csv,output/CASE_2016-09-06/weathering/budget_heavy.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,budget_heavy.csv,output/CASE_2016-09-17/weathering/budget_heavy.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,budget_light.csv,output/CASE_2016-09-01/weathering/budget_light.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,budget_light.csv,output/CASE_2016-09-06/weathering/budget_light.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,budget_light.csv,output/CASE_2016-09-17/weathering/budget_light.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_comparison.png,output/CASE_2016-09-01/weathering/mass_budget_comparison.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_comparison.png,output/CASE_2016-09-06/weathering/mass_budget_comparison.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_comparison.png,output/CASE_2016-09-17/weathering/mass_budget_comparison.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_heavy.png,output/CASE_2016-09-01/weathering/mass_budget_heavy.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_heavy.png,output/CASE_2016-09-06/weathering/mass_budget_heavy.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_heavy.png,output/CASE_2016-09-17/weathering/mass_budget_heavy.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_light.png,output/CASE_2016-09-01/weathering/mass_budget_light.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_light.png,output/CASE_2016-09-06/weathering/mass_budget_light.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,mass_budget_light.png,output/CASE_2016-09-17/weathering/mass_budget_light.png,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,openoil_heavy.nc,output/CASE_2016-09-01/weathering/openoil_heavy.nc,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,openoil_heavy.nc,output/CASE_2016-09-06/weathering/openoil_heavy.nc,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,openoil_heavy.nc,output/CASE_2016-09-17/weathering/openoil_heavy.nc,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,openoil_light.nc,output/CASE_2016-09-01/weathering/openoil_light.nc,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,openoil_light.nc,output/CASE_2016-09-06/weathering/openoil_light.nc,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,openoil_light.nc,output/CASE_2016-09-17/weathering/openoil_light.nc,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,shoreline_heavy.csv,output/CASE_2016-09-01/weathering/shoreline_heavy.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,shoreline_heavy.csv,output/CASE_2016-09-06/weathering/shoreline_heavy.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,shoreline_heavy.csv,output/CASE_2016-09-17/weathering/shoreline_heavy.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,shoreline_light.csv,output/CASE_2016-09-01/weathering/shoreline_light.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,shoreline_light.csv,output/CASE_2016-09-06/weathering/shoreline_light.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase4,prototype_legacy_phase4_weathering,prototype_2016_weathering,shoreline_light.csv,output/CASE_2016-09-17/weathering/shoreline_light.csv,True,,Prototype 2016 legacy Phase 4 oil weathering and fate artifact.
phase5,figure_package_publication,figure_package_publication,board_layout_audit.csv,output/figure_package_publication/board_layout_audit.csv,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p50__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_p50_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p50__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_p50_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p50__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_p50_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p50__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_p50_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p50__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_p50_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p50__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_p50_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p90__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_p90_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p90__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_opendrift_p90_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p90__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_p90_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p90__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_opendrift_p90_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p90__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_p90_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_p90__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_opendrift_p90_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_02_to_2016_09_04__board__slide__case_2016_09_01_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__opendrift_vs_pygnome__comparison_board__2016_09_02_to_2016_09_04__board__slide__case_2016_09_01_prototype_2016_24_48_72h_opendrift_vs_pygnome_board.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_pygnome_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_02__single__paper__case_2016_09_01_prototype_2016_24h_pygnome_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_pygnome_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_03__single__paper__case_2016_09_01_prototype_2016_48h_pygnome_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_pygnome_single.png,output/figure_package_publication/case_2016_09_01__prototype_pygnome_similarity_summary__pygnome__single_forecast__2016_09_04__single__paper__case_2016_09_01_prototype_2016_72h_pygnome_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
phase5,figure_package_publication,figure_package_publication,case_2016_09_06__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_07__single__paper__case_2016_09_06_prototype_2016_24h_opendrift_single.png,output/figure_package_publication/case_2016_09_06__prototype_pygnome_similarity_summary__opendrift__single_forecast__2016_09_07__single__paper__case_2016_09_06_prototype_2016_24h_opendrift_single.png,True,,Read-only publication-grade figure package artifact built from existing outputs for canonical defense and paper presentation.
